category,corresponding_goal,step,retrieved_goal,retrieved_goal_similarity,answer
Education and Communications,Become a Chemistry Teacher,Find a job.,Find a Physician Job,0.6581093000000001,3
Education and Communications,Become a Chemistry Teacher,Find a job.,Find a Job Online,0.66034085,1
Education and Communications,Become a Chemistry Teacher,Find a job.,Find a Job Working from Home,0.6672,3
Education and Communications,Become a Chemistry Teacher,Find a job.,Find a Job Using an Employment Agency,0.6681090000000001,1
Education and Communications,Become a Chemistry Teacher,Find a job.,Find a Job in Accounting,0.6722336,3
Education and Communications,Become a Chemistry Teacher,Find a job.,Get a Job,0.67821026,1
Education and Communications,Become a Chemistry Teacher,Find a job.,Find Fulfilling Work,0.68752825,1
Education and Communications,Become a Chemistry Teacher,Find a job.,Find a Second Job,0.7268352,4
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Develop a Passion for Learning,0.45949385,1
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Have a Passion for Horses,0.4727817,3
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Help Your Husband Find His Passion,0.49815705,2
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Asks: What does it mean to discover your passion?,0.5044369000000001,2
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Be Passionate,0.5403005999999999,1
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Know if You've Discovered Your Passion,0.5502848000000001,1
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Live with Passion,0.5757072,3
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Develop Passion,0.60643244,2
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Turn Your Passion into Your Profession,0.6090187,2
Education and Communications,Channel Your Inner Oprah,Follow your passion.,Pursue Your Passion,0.8971421,2
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Choose a Dictionary,0.5557920999999999,0
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Improve Verbal Memory,0.5628331999999999,4
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Use Better Word Choice in Stories,0.5791065,3
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Make Better Decisions,0.58152866,0
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Teach Vocabulary Words,0.586813,4
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Study Vocabulary Words,0.5898456,3
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Increase Your Child's Vocabulary,0.5957399,4
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Expand Your Vocabulary,0.60715955,1
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Improve Your Vocabulary for SSC Exams,0.6299241999999999,3
Education and Communications,Avoid Colloquial (Informal) Writing,Improve your vocabulary to find better word choices.,Improve Your Grammar and Vocabulary,0.6503614000000001,1
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Learn,0.45485994,0
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Be a Grammar Maven,0.49313253,4
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Improve Your Grammar and Vocabulary,0.52090216,1
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Learn Traffic Rules,0.53760564,0
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Improve Your Grammar,0.553075,1
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Delete Grammarly,0.5590736999999999,0
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Learn Chinese Grammar Quickly,0.61505324,0
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Check Grammar,0.62527984,4
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Learn English Grammar,0.6822253,1
Education and Communications,Be a Good Writer,Learn the rules of grammar.,Teach Grammar,0.758848,4
Education and Communications,Deliver Effective Presentations,Mind your body language.,Understand a Student's Body Language,0.57633054,4
Education and Communications,Deliver Effective Presentations,Mind your body language.,Flirt With Body Language,0.5834648,4
Education and Communications,Deliver Effective Presentations,Mind your body language.,Read Your Partner's Body Language,0.586913,4
Education and Communications,Deliver Effective Presentations,Mind your body language.,Make a Good Impression Through Body Language,0.59152323,1
Education and Communications,Deliver Effective Presentations,Mind your body language.,Appear Powerful with Body Language,0.60199654,1
Education and Communications,Deliver Effective Presentations,Mind your body language.,Understand Wolf Body Language,0.60473704,0
Education and Communications,Deliver Effective Presentations,Mind your body language.,Understand Your Bird's Body Language,0.6446869000000001,0
Education and Communications,Deliver Effective Presentations,Mind your body language.,Understand Your Dog's Body Language,0.65007496,0
Education and Communications,Deliver Effective Presentations,Mind your body language.,Read Body Language,0.67833257,4
Education and Communications,Deliver Effective Presentations,Mind your body language.,Communicate With Body Language,0.68548733,1
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Color,0.58202547,4
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Choose Car Paint Colors,0.58317614,0
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Colorwash Your Walls,0.586746,4
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Get Ink or Dye Off a Painted Wall,0.59047264,4
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Paint,0.5920188,2
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Paint Walls With Stencils,0.60110414,3
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Paint a Wall,0.6058796999999999,1
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Paint Exterior Walls With a Paint Sprayer,0.6092448,4
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Match Paint Colors,0.62206227,4
Education and Communications,Make a Homeschool Classroom,"Paint one or more walls with bright, happy colors if you can.",Make Paint Colors,0.63630474,2
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Bully Proof Yourself,0.45101320000000006,0
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Do Math Proofs,0.45314908,0
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Buy Proof Sets,0.46510100000000004,0
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Get Proof of Employment,0.47180474,0
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Read a Check,0.47316444,0
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Become an Online Proofreader,0.48190212,4
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Do Induction Proofs,0.48709142,0
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Copyedit and Proofread Written Work,0.56553894,1
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Become a Proofreader,0.59290504,4
Education and Communications,Write an Expository Essay on an Animal,Proofread.,Proofread Your Own Work,0.66466373,1
Education and Communications,Settle an Argument,Remain calm.,Relax,0.54455125,3
Education and Communications,Settle an Argument,Remain calm.,Remain Calm While Being Ignored,0.5491615,1
Education and Communications,Settle an Argument,Remain calm.,Stay Calm During a Test,0.55585265,2
Education and Communications,Settle an Argument,Remain calm.,Calm Down,0.56146306,2
Education and Communications,Settle an Argument,Remain calm.,Stay Calm Around an Ex,0.58617264,3
Education and Communications,Settle an Argument,Remain calm.,Stay Calm Around That Boy,0.6051059,2
Education and Communications,Settle an Argument,Remain calm.,Stay Calm in an Argument,0.6185328,3
Education and Communications,Settle an Argument,Remain calm.,Stay Relaxed,0.6778633000000001,2
Education and Communications,Settle an Argument,Remain calm.,Be Calm,0.7234701,2
Education and Communications,Settle an Argument,Remain calm.,Keep Composure,0.78180915,3
Education and Communications,Improve Your Grades,Take notes.,Organize Notes,0.6063170999999999,4
Education and Communications,Improve Your Grades,Take notes.,Take Good College Notes,0.6243624,1
Education and Communications,Improve Your Grades,Take notes.,Take Notes for Science,0.639833,3
Education and Communications,Improve Your Grades,Take notes.,Take Notes at a Meeting,0.6603319999999999,3
Education and Communications,Improve Your Grades,Take notes.,Take Lecture Notes,0.7048776999999999,3
Education and Communications,Improve Your Grades,Take notes.,Take Notes on a Book,0.7097985,3
Education and Communications,Improve Your Grades,Take notes.,Take Notes Quickly,0.715687,1
Education and Communications,Improve Your Grades,Take notes.,Take Exam Notes,0.7182758,3
Education and Communications,Improve Your Grades,Take notes.,Take Better Notes,0.74647117,1
Education and Communications,Improve Your Grades,Take notes.,Take Notes,0.9308896999999999,1
Education and Communications,Captain a Cricket Team,Work hard.,Make Work Feel Effortless,0.47463536,0
Education and Communications,Captain a Cricket Team,Work hard.,Work Hard Without Any Expectations,0.47654840000000004,0
Education and Communications,Captain a Cricket Team,Work hard.,Have an Easy Labor,0.47904372,0
Education and Communications,Captain a Cricket Team,Work hard.,Stay Busy at Work,0.50082374,0
Education and Communications,Captain a Cricket Team,Work hard.,Work Out,0.5139555,4
Education and Communications,Captain a Cricket Team,Work hard.,Leave Work at Work,0.5312878000000001,0
Education and Communications,Captain a Cricket Team,Work hard.,Be Tough,0.53556526,0
Education and Communications,Captain a Cricket Team,Work hard.,Be a Hard Worker,0.5621803000000001,4
Education and Communications,Captain a Cricket Team,Work hard.,"Work Smart, Not Hard",0.6109214,0
Education and Communications,Captain a Cricket Team,Work hard.,Work With Difficult People,0.6157035,0
Education and Communications,Write a Personal Bio,Write in the third person.,Make 3D Text With 3D Text,0.46730936,2
Education and Communications,Write a Personal Bio,Write in the third person.,Pass the Third Grade,0.48101985,2
Education and Communications,Write a Personal Bio,Write in the third person.,Refer to a Third Party in ASL,0.48545197,2
Education and Communications,Write a Personal Bio,Write in the third person.,3 Way Call a Person,0.49622902,3
Education and Communications,Write a Personal Bio,Write in the third person.,Write,0.4985156,3
Education and Communications,Write a Personal Bio,Write in the third person.,Write a Speech if You're Third Speaker,0.5000688,2
Education and Communications,Write a Personal Bio,Write in the third person.,Fold a Paper Into Thirds,0.51546395,2
Education and Communications,Write a Personal Bio,Write in the third person.,Write in First Person,0.5795255,2
Education and Communications,Write a Personal Bio,Write in the third person.,Write in Third Person Omniscient,0.7494503,2
Education and Communications,Write a Personal Bio,Write in the third person.,Write in Third Person,0.9585246999999999,3
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write an Introduction for a Persuasive Speech,0.6004898,4
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write a Swalesian Introduction,0.61352193,1
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write a Portfolio Introduction,0.64971644,4
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write,0.65968525,4
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write a Speech Introducing Yourself,0.6809068,4
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write an Essay Introduction,0.6840947,1
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write an Introduction to a Book,0.7014754,4
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write a Research Introduction,0.7127825,1
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write an Introduction Paragraph,0.7437406999999999,1
Education and Communications,Write a Good Economics Essay,Write the introduction.,Write Introductions,0.90547675,1
Education and Communications,Write a Good College Essay,Write your introduction.,Write Your Own Performance Review,0.5706435999999999,0
Education and Communications,Write a Good College Essay,Write your introduction.,Write an Introduction for a Persuasive Speech,0.57388836,1
Education and Communications,Write a Good College Essay,Write your introduction.,Write a Portfolio Introduction,0.6146135,3
Education and Communications,Write a Good College Essay,Write your introduction.,Write,0.6160259,0
Education and Communications,Write a Good College Essay,Write your introduction.,Write an Essay Introduction,0.65100974,1
Education and Communications,Write a Good College Essay,Write your introduction.,Write an Introduction to a Book,0.6536988,4
Education and Communications,Write a Good College Essay,Write your introduction.,Write a Research Introduction,0.66807467,1
Education and Communications,Write a Good College Essay,Write your introduction.,Write a Speech Introducing Yourself,0.6749959,4
Education and Communications,Write a Good College Essay,Write your introduction.,Write an Introduction Paragraph,0.6954272,2
Education and Communications,Write a Good College Essay,Write your introduction.,Write Introductions,0.841334,1
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Be a Romantic Girl,0.5447345,0
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Love Your Partner,0.54780966,4
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Get Your Husband to Be Romantic,0.5485579,4
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Become a Romantic Man,0.5511125,1
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Be Romantic to Your Wife,0.5757673000000001,3
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Talk to Your Partner About Rekindling a Romance,0.58887994,2
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Be Romantic,0.6206344,1
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Be Romantic with Your Husband,0.6214082,3
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Be Romantic with Your Girlfriend,0.66724074,3
Family Life,Be a Great Husband,Be romantic with your partner on a regular basis.,Be Romantic with Your Boyfriend,0.6853564,3
Family Life,Be a Good Housewife,Cook (healthy) meals.,Prepare Healthy Meals for One Person,0.58480686,3
Family Life,Be a Good Housewife,Cook (healthy) meals.,Cook a Dish Quickly,0.5897548,4
Family Life,Be a Good Housewife,Cook (healthy) meals.,Make Healthy Baby Food,0.61161995,3
Family Life,Be a Good Housewife,Cook (healthy) meals.,Cook Healthily,0.6122065999999999,1
Family Life,Be a Good Housewife,Cook (healthy) meals.,Enjoy Healthy Meals when You Hate to Cook,0.61448467,3
Family Life,Be a Good Housewife,Cook (healthy) meals.,Make Healthy Grilled Food,0.6165285,3
Family Life,Be a Good Housewife,Cook (healthy) meals.,Make Healthy Breakfast Meals,0.61991817,3
Family Life,Be a Good Housewife,Cook (healthy) meals.,Cook Cheap Meals,0.6215357,4
Family Life,Be a Good Housewife,Cook (healthy) meals.,Prepare Healthy Meals on the Go,0.63309056,3
Family Life,Be a Good Housewife,Cook (healthy) meals.,Cook Good Food,0.7219566,4
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,Represent Yourself in Court (U.S.),0.22266278,3
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,Maintain Aerobic Endurance,0.22690503,2
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,"Use ""i.e."" Versus ""e.g.""",0.22713237,2
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,Send an S.A.S.E. (Self Addressed Stamped Envelope),0.22959536,4
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,Be Mentally Resilient,0.23961946,3
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,Have More Endurance,0.25685558,4
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,"Help Oppose Automatic, State Forced, Compulsory Unionism (U.S.A.)",0.26553473,1
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,Be Persistent,0.41604388,4
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,Persevere With a Disability,0.43076935,4
Family Life,Find Time to Write when You're a Busy Mom,Persevere.,Persevere,0.86880445,1
Finance and Business,Use Money for Happiness,Be content.,Be Happy Being Yourself,0.4484329000000001,2
Finance and Business,Use Money for Happiness,Be content.,Do Content Marketing,0.45913306,2
Finance and Business,Use Money for Happiness,Be content.,Remove Content Lock,0.46102577,4
Finance and Business,Use Money for Happiness,Be content.,Be Satisfied With What You Have,0.47066706,1
Finance and Business,Use Money for Happiness,Be content.,Write a Table of Contents,0.48894832,4
Finance and Business,Use Money for Happiness,Be content.,Measure Alcohol Content,0.49529815,0
Finance and Business,Use Money for Happiness,Be content.,Be Happy,0.5573523,4
Finance and Business,Use Money for Happiness,Be content.,Become Content With What You Have,0.57573646,2
Finance and Business,Use Money for Happiness,Be content.,Be Content With Your Life,0.5983028,3
Finance and Business,Use Money for Happiness,Be content.,Stay Content,0.7076539000000001,2
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Polite in Italy,0.53701055,4
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Polite in Norway,0.53789985,4
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Gracious,0.5490204000000001,4
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Polite when Texting,0.5691662,3
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Bow Politely,0.5969414000000001,4
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Polite at a Dinner,0.6586826,3
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Respectful,0.68840766,4
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Suave,0.6969793000000001,4
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Polite on the Phone,0.7235262,1
Finance and Business,Ask Telemarketers to Stop Calling,Be polite.,Be Polite,0.93078274,1
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Make Reindeer Crafts,0.39334935,2
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Be Self Employed,0.39353538,3
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Be Self Confident,0.3952483,4
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Deal with a Selfish Husband,0.61387265,2
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Practice Self Care Without Being Selfish,0.63626254,3
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Be Selfless,0.656917,3
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Know if You Are Being Selfish,0.7250291,2
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Stop Being Selfish,0.7780538,3
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Be Less Selfish,0.78781193,3
Finance and Business,Keep a Life Changing Resolution,Be selfish.,Be Selfish,0.95159245,4
Finance and Business,Work from Home Sewing,Develop skills.,Develop Your Photography Skills,0.6226289,0
Finance and Business,Work from Home Sewing,Develop skills.,Develop Road Safety Skills,0.6272893,0
Finance and Business,Work from Home Sewing,Develop skills.,Create a Job Skills Development Plan,0.63849735,0
Finance and Business,Work from Home Sewing,Develop skills.,Develop Good Communication Skills,0.6529478,4
Finance and Business,Work from Home Sewing,Develop skills.,Develop Money Management Skills,0.65919816,4
Finance and Business,Work from Home Sewing,Develop skills.,Develop Interpersonal Skills,0.67927885,0
Finance and Business,Work from Home Sewing,Develop skills.,Develop Organizational Skills,0.69872534,4
Finance and Business,Work from Home Sewing,Develop skills.,Develop Listening Skills,0.70437354,4
Finance and Business,Work from Home Sewing,Develop skills.,Develop Advanced Study Skills,0.7047986999999999,4
Finance and Business,Work from Home Sewing,Develop skills.,Develop Psychic Abilities,0.72030556,0
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Get Your Life Back on Track,0.49024309999999993,2
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Asks: What does it mean to discover your passion?,0.4923001,1
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Find Meaning in Life,0.49359632,3
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Find a Path in Life,0.5001837,4
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Help Your Husband Find His Passion,0.5009397,3
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Find Balance in Your Life,0.5136029999999999,3
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Know if You've Discovered Your Passion,0.5227015,2
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Live with Passion,0.5634794,3
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Find Your Purpose in Life,0.5643678000000001,2
Finance and Business,Be a Successful Business Woman,Find your passion in life and follow it.,Pursue Your Passion,0.67524475,2
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Be Successful in Your Career,0.44567117,4
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Develop in Your Career,0.47666678,3
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Put Gold in an IRA,0.4909438,3
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Determine Roth IRA Income Limits,0.5743642,2
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Withdraw Roth IRA Contributions,0.5851961999999999,3
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Roll From a Qualified 401K to a Roth IRA,0.5972854999999999,3
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Open a Roth IRA Account,0.60149616,4
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Make the Most from Roth IRA,0.64410615,4
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Convert IRA to Roth IRA,0.6506334,2
Finance and Business,Start Investing,Invest in a Roth IRA as soon in your working career as possible.,Contribute to a Roth IRA,0.6626966999999999,4
Finance and Business,Overcome Poverty,Learn to barter.,Learn a Language,0.46883708,2
Finance and Business,Overcome Poverty,Learn to barter.,Learn Editing,0.47250223,2
Finance and Business,Overcome Poverty,Learn to barter.,Learn to Love,0.47522148,1
Finance and Business,Overcome Poverty,Learn to barter.,Learn to Accept Yourself,0.48472917,3
Finance and Business,Overcome Poverty,Learn to barter.,Learn About Entrepreneurship,0.49111003,2
Finance and Business,Overcome Poverty,Learn to barter.,Learn Business Accounting,0.49772072,2
Finance and Business,Overcome Poverty,Learn to barter.,Learn Business Basics,0.49983358,3
Finance and Business,Overcome Poverty,Learn to barter.,Learn to Fence,0.5086585,2
Finance and Business,Overcome Poverty,Learn to barter.,Learn,0.6436194000000001,3
Finance and Business,Overcome Poverty,Learn to barter.,Barter,0.70359755,3
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Prepare for a Run,0.53150374,0
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Prepare a Talk,0.5391266,4
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Set Up a Workout Plan,0.541914,0
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Prepare a Short Preparation Debate,0.5481344,4
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Prepare a Retirement Plan,0.56710374,0
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Make a Schedule,0.56807715,2
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Prepare a Financial Plan,0.5683788000000001,0
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Plan a Homework Schedule,0.58420134,4
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Create an Agenda,0.6486318,1
Finance and Business,Conduct Effective Meetings,Prepare an agenda.,Prepare a Schedule C,0.6604566,0
Finance and Business,Manage Family Finances,Save for retirement.,Adjust to Retirement,0.54621583,4
Finance and Business,Manage Family Finances,Save for retirement.,Withdraw Retirement Funds,0.55025774,3
Finance and Business,Manage Family Finances,Save for retirement.,Enjoy Retirement,0.5699045,0
Finance and Business,Manage Family Finances,Save for retirement.,Retire Without Savings,0.5769880999999999,3
Finance and Business,Manage Family Finances,Save for retirement.,Get a Pension,0.59435534,4
Finance and Business,Manage Family Finances,Save for retirement.,Invest for Retirement,0.59643817,3
Finance and Business,Manage Family Finances,Save for retirement.,Prepare for Retirement,0.62715995,3
Finance and Business,Manage Family Finances,Save for retirement.,Save for Retirement Without a 401(K),0.67220485,4
Finance and Business,Manage Family Finances,Save for retirement.,Save for Retirement As a Single Parent,0.6900033,4
Finance and Business,Manage Family Finances,Save for retirement.,Save for Retirement,0.95968974,0
Finance and Business,Make Money Fast,Set up a lemonade stand.,Make a Lemonade Slushie,0.6323127,4
Finance and Business,Make Money Fast,Set up a lemonade stand.,Make Pink Lemonade,0.6346928000000001,4
Finance and Business,Make Money Fast,Set up a lemonade stand.,Make Soda,0.6442439999999999,2
Finance and Business,Make Money Fast,Set up a lemonade stand.,Make Frozen Lemonade,0.6465069999999999,3
Finance and Business,Make Money Fast,Set up a lemonade stand.,Make Rhubarb Lemonade,0.64763856,4
Finance and Business,Make Money Fast,Set up a lemonade stand.,Make Fizzy Lemonade,0.6944023,4
Finance and Business,Make Money Fast,Set up a lemonade stand.,Make Lemonade,0.7674127,1
Finance and Business,Make Money Fast,Set up a lemonade stand.,Sell Lots of Lemonade at a Lemonade Stand,0.77686524,1
Finance and Business,Make Money Fast,Set up a lemonade stand.,Open a Lemonade Stand,0.8123946999999999,4
Finance and Business,Make Money Fast,Set up a lemonade stand.,Run a Lemonade Stand,0.8384039000000001,3
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Find Grocery Coupons Online,0.5553772,4
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Make Mother's Day Coupons,0.5586069,2
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Use a Car Rental Coupon,0.58324903,0
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Organize Coupons,0.65639526,4
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Find Grocery Coupons,0.6678584,0
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Save on Groceries Using Coupons,0.68424404,4
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Look For Coupons,0.704079,4
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Get Coupons,0.7962634,2
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Use Coupons Effectively,0.8080305,2
Finance and Business,Decide if Something Is a Good Buy,Use coupons.,Use Coupons,0.9605781999999999,4
Food and Entertaining,Use Saffron,Crush and soak the threads.,Roast Spaghetti Squash,0.38080174,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Soak Clothes,0.39153284,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Get Rid of Threadworms,0.39520344,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Make Spaghetti Squash,0.39862424,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Cut Spaghetti Squash,0.40977323,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Thread Pipe,0.4255718,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Choose Threads for Tatting,0.42606747,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Get Over a Crush,0.43156700000000003,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Measure Pipe Threads,0.44082619999999995,0
Food and Entertaining,Use Saffron,Crush and soak the threads.,Do Threading,0.48603549999999995,0
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Chop Chocolate,0.5864096999999999,4
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Make Chocolate Sauce,0.5867028000000001,3
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Make Chocolate Granola,0.5873102,1
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Make Chocolate Fudge,0.59985507,3
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Make a Fruit Cake (with Chocolate Biscuits),0.6015016,2
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Make Chocolate Dip for Cookies,0.6169493,1
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Make Chocolate,0.61740094,3
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Dip Oreos in Chocolate,0.6308189999999999,4
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Make Chocolate Fruit Fingers,0.7280184000000001,3
Food and Entertaining,Garnish Food,Dip fruit in chocolate.,Make Chocolate Covered Fruit,0.7787162,2
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Fill Out a Deposit Slip,0.46671480000000004,1
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Make Dumpling Wrappers,0.47683856,4
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Make Spring Roll Wrappers,0.4929007,3
